,Unnamed: 0,set_num,name,year,num_parts
10963,10963,5877-1,Wedding Coach,2004,78
10964,10964,5880-1,Prize Pony Stables,1994,136
10965,10965,588-1,Police Headquarters,1979,376
10966,10966,5882-1,Ambush Attack,2012,80
10967,10967,5883-1,Tower Takedown,2012,136
10968,10968,5884-1,Raptor Chase,2012,259
10969,10969,5885-1,Triceratops Trapper,2012,269
10970,10970,5886-1,T-Rex Hunter,2012,476
10971,10971,5887-1,Dino Defense HQ,2012,793
10972,10972,5888-1,Ocean Interceptor,2012,222
10973,10973,5890-1,Pretty Wishes Playhouse,1994,236
10974,10974,5891-1,Apple Tree House,2010,539
10975,10975,5892-1,Sonic Boom,2010,539
10976,10976,5893-1,Offroad Power,2010,1061
10977,10977,5895-1,Villa Belville,1996,339
10978,10978,5898-1,Car Building Set,2010,139
10979,10979,5899-1,House Building Set,2010,134
10980,10980,5900-1,Adventurer - Johnny Thunder,1998,13
10981,10981,590-1,Engine Co. No. 9,1978,338
10982,10982,5901-1,River Raft,1999,19
10983,10983,5902-1,River Raft,1999,19
10984,10984,5902729045087-1,City Fire Duvet Cover,2019,0
10985,10985,5902729045445-1,City Crook Duvet Set,2019,0
10986,10986,5902729045452-1,Ninjago Duvet Set,2019,0
10987,10987,5902729045469-1,Friends Duvet Set,2019,0
10988,10988,5902729046138-1,Ninjago Duvet Set,2019,0
10989,10989,5903-1,Johnny Thunder and Baby T,2000,23
10990,10990,5904-1,Microcopter,2000,28
10991,10991,5904209600540-1,City Duvet Set,2019,0
10992,10992,5904209600595-1,Ninjago Duvet Set,2021,0
10993,10993,5905-1,Hidden Treasure,1999,33
10994,10994,5906-1,Ruler of the Jungle,1999,23
10995,10995,5907762001007-1,Buduj z wyobraźnią: Stworki,2019,0
10996,10996,5907762001021-1,Harry Potter Tin: Book Collection with Minifigure,2019,13
10997,10997,5907762001083-1,Jurassic World: Zestaw książek z klockami LEGOZ,2021,3
10998,10998,5907762001236-1,Your Galactic Mission. Build Your Own Story,2022,8
10999,10999,5907762061780-1,City: Zestaw Fana,2021,8
11000,11000,5907762063326-1,Friends: Kręcimy film!,2021,13
11001,11001,5907762063333-1,Friends: Magiczne Sztuczki,2021,15
11002,11002,5907762063340-1,Friends: Piżama Party,2021,21
11003,11003,5907762063357-1,Friends: Nowe Hobby,2021,24
11004,11004,5907762063364-1,Friends: Jabłkowy zawrót głowy,2021,12
11005,11005,5907762063371-1,Friends: Legenda Dżungli,2021,13
11006,11006,5909-1,Treasure Raiders set with Mummy Storage Container,1998,197
11007,11007,5911-1,Johnny Thunder's Plane,2000,23
11008,11008,5912-1,Hydrofoil,2000,20
11009,11009,5913-1,Dr. Lightning's Car,2000,22
11010,11010,5914-1,Baby T-Rex Trap,2000,22
11011,11011,5918-1,Scorpion Tracker,1998,35
11012,11012,5919-1,The Valley of the Kings,1998,163
11013,11013,5920-1,Island Racer,2000,50
11014,11014,5921-1,Research Glider,2000,57
11015,11015,5923-1,Western Picture Frame,2002,144
11016,11016,5924-1,Castle Picture Frame,2002,116
11017,11017,5925-1,Pontoon Plane,1999,72
11018,11018,5927-1,Racers Picture Frame,2002,132
11019,11019,5928-1,Bi-Wing Baron,1998,70
11020,11020,5929-1,Knight and Castle,2011,145
11021,11021,5930-1,Road Construction,2011,121
11022,11022,5931-1,My First Duplo Set,2011,31
11023,11023,5932-1,My First LEGO Set,2011,231
11024,11024,5933-1,Airport,2011,310
11025,11025,5934-1,Dino Explorer,2000,90
11026,11026,5935-1,Island Hopper,2000,203
11027,11027,5936-1,Spider's Secret,1999,129
11028,11028,5938-1,Oasis Ambush,1998,81
11029,11029,5940-1,Doll House,2004,217
11030,11030,5941-1,Riding School,2004,188
11031,11031,5942-1,Pop Studio,2004,105
11032,11032,5943-1,Interior Designer,2004,97
11033,11033,5944-1,Cat Show,2004,34
11034,11034,5945-1,Winnie the Pooh's Picnic,2011,13
11035,11035,5946-1,Tigger's Expedition,2011,26
11036,11036,5947-1,Winnie the Pooh's House,2011,40
11037,11037,5948-1,Desert Expedition,1998,196
11038,11038,5950-1,Baby Ankylosaurus,2001,37
11039,11039,5951-1,Baby Iguanodon,2001,23
11040,11040,5952-1,Baby Brachiosaurus,2001,31
11041,11041,5953-1,Baby Dimetrodon,2001,20
11042,11042,5955-1,All Terrain Trapper,2000,191
11043,11043,5956-1,Expedition Balloon,1999,175
11044,11044,5958-1,Mummy's Tomb,1998,258
11045,11045,5960-1,The Mermaid Castle,2005,240
11046,11046,5961-1,Snow Queen,2005,57
11047,11047,5962-1,The Tinderbox,2005,86
11048,11048,5963-1,The Princess and the Pea,2005,54
11049,11049,5964-1,Thumbelina,2005,47
11050,11050,5965-1,Exo-Suit Robot,2006,24
11051,11051,5966-1,Glider,2006,22
11052,11052,5967-1,Takeshi Walker 2,2006,22
11053,11053,5969-1,Squidman Escape,2009,42
11054,11054,5970-1,Freeze Ray Frenzy,2009,80
11055,11055,5971-1,Gold Heist,2009,205
11056,11056,5972-1,Container Heist,2009,282
11057,11057,5973-1,Hyperspeed Pursuit,2009,456
11058,11058,5974-1,Galactic Enforcer,2009,825
11059,11059,5975-1,T-Rex Transport,2000,329
11060,11060,5976-1,River Expedition,1999,319
11061,11061,5977-1,Bears on the Beach,2001,17
11062,11062,5978-1,Sphinx Secret Surprise,1998,352
11063,11063,5979-1,Max Security Transport,2009,330
11064,11064,5980-1,Squidman's Pitstop,2009,394
11065,11065,5981-1,Raid VPR,2010,69
11066,11066,5982-1,Smash 'n' Grab,2010,188
11067,11067,5983-1,SP Undercover Cruiser,2010,317
11068,11068,5984-1,Lunar Limo,2010,391
11069,11069,5985-1,Space Police Central,2010,631
11070,11070,5986-1,Amazon Ancient Ruins,1999,463
11071,11071,5987-1,Dino Research Compound,2000,624
11072,11072,5988-1,Pharaoh's Forbidden Ruins,1998,720
11073,11073,599-1,Super Basic Set,1982,744
11074,11074,5993-1,Truck / Car (Explore),2002,3
11075,11075,5994-1,Catapult,2005,27
11076,11076,5996-1,Rascus,2005,6
11077,11077,5998-1,Vladek,2005,6
11078,11078,5999-1,Jayko,2005,6
11079,11079,60000-1,Fire Motorcycle,2013,40
11080,11080,6000-1,Idea Book 6000,1980,2
11081,11081,60001-1,Fire Rescue,2013,80
11082,11082,60002-1,Fire Truck,2013,209
11083,11083,60003-1,Fire Emergency,2013,301
11084,11084,60004-1,Fire Station,2013,753
11085,11085,60005-1,Fire Boat,2013,223
11086,11086,60006-1,Police ATV,2013,51
11087,11087,60007-1,High Speed Chase,2013,284
11088,11088,60008-1,Museum Break-in,2013,563
11089,11089,60009-1,Helicopter Arrest,2013,352
11090,11090,600-1,Ambulance,1970,21
11091,11091,60010-1,Fire Helicopter,2013,225
11092,11092,60011-1,Surfer Rescue,2013,32
11093,11093,60012-1,Coast Guard 4 x 4,2013,128
11094,11094,60013-1,Coast Guard Helicopter,2013,230
11095,11095,60014-1,Coast Guard Patrol,2013,450
11096,11096,60015-1,Coast Guard Plane,2013,281
11097,11097,60016-1,Tanker Truck,2013,191
11098,11098,60017-1,Flatbed Truck,2013,212
11099,11099,60018-1,Cement Mixer,2013,221
11100,11100,60019-1,Stunt Plane,2013,140
11101,11101,600-2,Police Patrol,1978,24
11102,11102,60020-1,Cargo Truck,2013,320
11103,11103,6002-1,Town Figures,1983,20
11104,11104,60021-1,Cargo Heliplane,2013,393
11105,11105,6002-2,Castle Figures,1983,22
11106,11106,60022-1,Cargo Terminal,2013,658
11107,11107,60023-1,City Starter Set,2013,272
11108,11108,60024-1,City Advent Calendar 2013,2013,244
11109,11109,60025-1,Grand Prix Truck,2013,323
11110,11110,60026-1,Town Square,2013,918
11111,11111,60027-1,Monster Truck Transporter,2013,307
11112,11112,60030-1,Rolling Storage Box (Red and Yellow),2007,0
11113,11113,60031-1,City Corner,2013,484
11114,11114,60031-2,Rolling Storage Box (Blue and Green),2007,0
11115,11115,60032-1,Arctic Snowmobile,2014,44
11116,11116,60033-1,Arctic Ice Crawler,2014,113
11117,11117,60034-1,Arctic Helicrane,2014,262
11118,11118,60035-1,Arctic Outpost,2014,374
11119,11119,60036-1,Arctic Base Camp,2014,733
11120,11120,60040-1,Building Table,2007,0
11121,11121,6004-1,Crossbow Cart,1997,21
11122,11122,60041-1,Crook Pursuit,2014,38
11123,11123,60042-1,High Speed Police Chase,2014,110
11124,11124,60043-1,Prisoner Transporter,2014,197
11125,11125,60044-1,Mobile Police Unit,2014,375
11126,11126,60045-1,Police Patrol,2014,408
11127,11127,60046-1,Helicopter Surveillance,2014,528
11128,11128,60047-1,Police Station,2014,854
11129,11129,60048-1,Police Dog Unit,2014,249
11130,11130,60049-1,Helicopter Transporter,2014,382
11131,11131,60050-1,Train Station,2014,423
11132,11132,60051-1,High-Speed Passenger Train,2014,606
11133,11133,60052-1,Cargo Train,2014,888
11134,11134,60053-1,Race Car,2014,100
11135,11135,60054-1,Light Repair Truck,2014,95
11136,11136,60055-1,Monster Truck,2014,78
11137,11137,60056-1,Tow Truck,2014,227
11138,11138,60057-1,Camper Van,2014,195
11139,11139,60058-1,SUV with Watercraft,2014,219
11140,11140,60059-1,Logging Truck,2014,228
11141,11141,60060-1,Auto Transporter,2014,350
11142,11142,60061-1,Airport Fire Truck,2014,326
11143,11143,6006139-1,Best Friends Promotional Brick Set,2012,2
11144,11144,60062-1,Arctic Icebreaker,2014,718
11145,11145,60063-1,City Advent Calendar 2014,2014,218
11146,11146,60064-1,Arctic Supply Plane,2014,374
11147,11147,60065-1,ATV Patrol,2015,59
11148,11148,60066-1,Swamp Police Starter Set,2015,78
11149,11149,60067-1,Helicopter Pursuit,2015,253
11150,11150,60068-1,Crooks' Hideout,2015,473
11151,11151,60069-1,Swamp Police Station,2015,707
11152,11152,60070-1,Water Plane Chase,2015,263
11153,11153,6007-1,Bat Lord,1997,16
11154,11154,60071-1,Hovercraft Arrest,2015,331
11155,11155,60072-1,Demolition Starter Set,2015,85
11156,11156,60073-1,Service Truck,2015,233
11157,11157,60074-1,Bulldozer,2015,384
11158,11158,60075-1,Excavator and Truck,2015,311
11159,11159,60076-1,Demolition Site,2015,776
11160,11160,60077-1,Space Starter Set,2015,107
11161,11161,60078-1,Utility Shuttle,2015,155
11162,11162,60079-1,Training Jet Transporter,2015,448
11163,11163,60080-1,Spaceport,2015,586
11164,11164,6008-1,Royal King,1995,12
11165,11165,60081-1,Pickup Tow Truck,2015,209
11166,11166,60082-1,Dune Buggy Trailer,2015,222
11167,11167,60083-1,Snowplow Truck,2015,196
11168,11168,60084-1,Racing Bike Transporter,2015,178
11169,11169,60085-1,4x4 with Powerboat,2015,302
11170,11170,60086-1,City Starter Set,2015,242
11171,11171,60088-1,Fire Starter Set,2015,92
11172,11172,60090-1,Deep Sea Scuba Scooter,2015,42
11173,11173,6009-1,Black Knight,1992,24
11174,11174,60091-1,Deep Sea Starter Set,2015,90
11175,11175,60092-1,Deep Sea Submarine,2015,274
11176,11176,60093-1,Deep Sea Helicopter,2015,388
11177,11177,60095-1,Deep Sea Exploration Vessel,2015,718
11178,11178,60096-1,Deep Sea Operation Base,2015,907
11179,11179,60097-1,City Square,2015,1683
11180,11180,60098-1,Heavy-Haul Train,2015,984
11181,11181,60099-1,City Advent Calendar 2015,2015,278
11182,11182,60100-1,Airport Starter Set,2016,81
11183,11183,6010-1,Supply Wagon,1984,36
11184,11184,60101-1,Airport Cargo Plane,2016,157
11185,11185,60102-1,Airport VIP Service,2016,364
11186,11186,60103-1,Airport Air Show,2016,678
11187,11187,60104-1,Airport Passenger Terminal,2016,694
11188,11188,60105-1,Fire ATV,2016,64
11189,11189,60106-1,Fire Starter Set,2016,90
11190,11190,60107-1,Fire Ladder Truck,2016,214
11191,11191,60108-1,Fire Response Unit,2016,257
11192,11192,60109-1,Fire Boat,2016,415
11193,11193,601-1,Petrol Pump,1978,13
11194,11194,60110-1,Fire Station,2016,920
11195,11195,6011-1,Black Knight's Treasure,1985,27
11196,11196,60111-1,Fire Utility Truck,2016,368
11197,11197,60112-1,Fire Engine,2016,376
11198,11198,60113-1,Rally Car,2016,104
11199,11199,60114-1,Race Boat,2016,95
11200,11200,60115-1,4 x 4 Off Roader,2016,184
11201,11201,60116-1,Ambulance Plane,2016,183
11202,11202,60117-1,Van & Caravan,2016,250
11203,11203,60118-1,Garbage Truck,2016,248
11204,11204,60119-1,Ferry,2016,301
11205,11205,601-2,Tow Truck,1970,22
11206,11206,60120-1,Volcano Starter Set,2016,83
11207,11207,6012-1,Siege Cart,1986,54
11208,11208,60121-1,Volcano Exploration Truck,2016,175
11209,11209,60122-1,Volcano Crawler,2016,324
11210,11210,6012292-1,Friends Small Bag,2012,0
11211,11211,6012298-1,Ninjago Promotional Polybag,2012,11
11212,11212,6012306-1,Star Wars: Battle of Hoth Die Key Chain,2012,6
11213,11213,60123-1,Volcano Supply Helicopter,2016,330
11214,11214,60124-1,Volcano Exploration Base,2016,824
11215,11215,60125-1,Volcano Heavy-Lift Helicopter,2016,1277
11216,11216,60126-1,Tire Escape,2016,47
11217,11217,60127-1,Prison Island Starter Set,2016,92
11218,11218,60128-1,Police Pursuit,2016,184
11219,11219,60129-1,Police Patrol Boat,2016,200
11220,11220,601-3,1:87 Morris 1100,1966,1
11221,11221,60130-1,Prison Island,2016,754
11222,11222,6013-1,Samurai Swordsman,1998,13
11223,11223,60131-1,Crooks Island,2016,244
11224,11224,60132-1,Service Station,2016,515
11225,11225,60133-1,City Advent Calendar 2016,2016,290
11226,11226,60134-1,People Pack - Fun in the Park,2016,159
11227,11227,60135-1,ATV Arrest,2017,47
11228,11228,60136-1,Police Starter Set,2017,80
11229,11229,60137-1,Tow Truck Trouble,2017,144
11230,11230,60138-1,High-speed Chase,2017,294
11231,11231,60139-1,Mobile Command Center,2017,374
11232,11232,60140-1,Bulldozer Break-In,2017,561
11233,11233,60141-1,Police Station,2017,894
11234,11234,60142-1,Money Transporter,2017,138
11235,11235,60143-1,Auto Transport Heist,2017,403
11236,11236,60144-1,Race Plane,2017,89
11237,11237,60145-1,Buggy,2017,81
11238,11238,60146-1,Stunt Truck,2017,91
11239,11239,60147-1,Fishing Boat,2017,145
11240,11240,60148-1,ATV Race Team,2017,239
11241,11241,60149-1,4x4 with Catamaran,2017,198
11242,11242,60150-1,Pizza Van,2017,249
11243,11243,60151-1,Dragster Transporter,2017,333
11244,11244,60152-1,Sweeper & Excavator,2017,299
11245,11245,60153-1,People Pack - Fun At The Beach,2017,169
11246,11246,60154-1,Bus Station,2017,337
11247,11247,60155-1,City Advent Calendar 2017,2017,248
11248,11248,60156-1,Jungle Buggy,2017,53
11249,11249,60157-1,Jungle Starter Set,2017,88
11250,11250,60158-1,Jungle Cargo Helicopter,2017,201
11251,11251,60159-1,Jungle Halftrack Mission,2017,378
11252,11252,60160-1,Jungle Mobile Lab,2017,426
11253,11253,601601-1,Scorpion,2016,19
11254,11254,601602-1,Ekimu Falcon,2016,29
11255,11255,6016-1,Knights' Arsenal,1987,37
11256,11256,60161-1,Jungle Exploration Site,2017,813
11257,11257,60162-1,Jungle Air Drop Helicopter,2017,1250
11258,11258,60163-1,Coast Guard Starter Set,2017,76
11259,11259,60164-1,Sea Rescue Plane,2017,141
11260,11260,60165-1,4 x 4 Response Unit,2017,347
11261,11261,60166-1,Heavy-Duty Rescue Helicopter,2017,415
11262,11262,60167-1,Coast Guard Head Quarters,2017,795
11263,11263,60168-1,Sailboat Rescue,2017,196
11264,11264,60169-1,Cargo Terminal,2017,740
11265,11265,60170-1,Off-Road Chase,2018,37
11266,11266,6017-1,King's Oarsmen,1987,45
11267,11267,60171-1,Mountain Fugitives,2018,88
11268,11268,60172-1,Dirt Road Pursuit,2018,297
11269,11269,60173-1,Mountain Arrest,2018,303
11270,11270,60174-1,Mountain Police Headquarters,2018,663
11271,11271,60175-1,Mountain River Heist,2018,387
11272,11272,60176-1,Wild River Escape,2018,126
11273,11273,60177-1,Airshow Jet,2018,87
11274,11274,60178-1,Speed Record Car,2018,78
11275,11275,60179-1,Ambulance Helicopter,2018,190
11276,11276,60180-1,Monster Truck,2018,192
11277,11277,6018031-1,Level Three - Kits 7-9 Subscription,2012,0
11278,11278,6018-1,Battle Dragon,1990,54
11279,11279,60181-1,Forest Tractor,2018,174
11280,11280,6018126-1,Team GB - Sealed Box,2012,0
11281,11281,60182-1,Pickup & Caravan,2018,344
11282,11282,60183-1,Heavy Cargo Transport,2018,310
11283,11283,60184-1,Mining Team,2018,82
11284,11284,60185-1,Mining Power Splitter,2018,127
11285,11285,60186-1,Mining Heavy Driller,2018,294
11286,11286,60188-1,Mining Experts Site,2018,883
11287,11287,60190-1,Arctic Ice Glider,2018,50
11288,11288,60191-1,Arctic Exploration Team,2018,70
11289,11289,60192-1,Arctic Ice Crawler,2018,200
11290,11290,60193-1,Arctic Air Transport,2018,277
11291,11291,60194-1,Arctic Scout Truck,2018,322
11292,11292,60195-1,Arctic Mobile Exploration Base,2018,786
11293,11293,60196-1,Arctic Supply Aircraft,2018,707
11294,11294,60197-1,Passenger Train,2018,677
11295,11295,60198-1,Cargo Train,2018,1226
11296,11296,60200-1,Capital City,2018,1211
11297,11297,6020-1,Magic Shop,1993,47
11298,11298,60201-1,City Advent Calendar 2018,2018,313
11299,11299,60202-1,People Pack - Outdoor Adventures,2018,164
11300,11300,60203-1,Ski Resort,2019,806
11301,11301,60204-1,City Hospital,2018,861
11302,11302,60205-1,Tracks,2018,20
11303,11303,60206-1,Sky Police Jet Patrol,2019,54
11304,11304,60207-1,Sky Police Drone Chase,2019,192
11305,11305,60208-1,Sky Police Parachute Arrest,2019,218
11306,11306,60209-1,Sky Police Diamond Heist,2019,400
11307,11307,602-1,Fire Chief's Car,1978,25
11308,11308,60210-1,Sky Police Air Base,2019,529
11309,11309,6021-1,Jousting Knights,1984,37
11310,11310,60212-1,Barbecue Burn Out,2019,64
11311,11311,60213-1,Dock Side Fire,2019,98
11312,11312,60214-1,Burger Bar Fire Rescue,2019,327
11313,11313,60215-1,Fire Station,2019,510
11314,11314,60216-1,Downtown Fire Brigade,2019,943
11315,11315,60217-1,Fire Plane,2019,363
11316,11316,60218-1,Desert Rally Racer,2019,75
11317,11317,60219-1,Construction Loader,2019,88
11318,11318,602-2,Fire Truck,1970,30
11319,11319,60220-1,Garbage Truck,2019,90
11320,11320,6022-1,Horse Cart,1984,43
11321,11321,60221-1,Diving Yacht,2019,149
11322,11322,60222-1,Snow Groomer,2019,197
11323,11323,60223-1,Harvester Transport,2019,358
11324,11324,60224-1,Satellite Service Mission,2019,84
11325,11325,60225-1,Rover Testing Drive,2019,202
11326,11326,60226-1,Mars Research Shuttle,2019,273
11327,11327,60227-1,Lunar Space Station,2019,412
11328,11328,60228-1,Deep Space Rocket and Launch Control,2019,838
11329,11329,60229-1,Rocket Assembly & Transport,2019,1062
11330,11330,60230-1,People Pack – Space Research and Development,2019,209
11331,11331,6023-1,Maiden's Cart,1986,45
11332,11332,60231-1,Fire Chief Response Truck,2019,201
11333,11333,60232-1,Garage Center,2019,234
11334,11334,60233-1,Donut Shop Opening,2019,790
11335,11335,60234-1,People Pack - Fun Fair,2019,184
11336,11336,60235-1,City Advent Calendar 2019,2019,234
11337,11337,60236-1,Straight and T-junction,2019,2
11338,11338,60237-1,Curve and Crossroad,2019,2
11339,11339,60238-1,Switch Tracks,2018,8
11340,11340,60239-1,Police Patrol Car,2019,92
11341,11341,60240-1,Kayak Adventure,2019,84
11342,11342,6024-1,Bandit Ambush,1996,60
11343,11343,60241-1,Police Dog Unit,2020,67
11344,11344,60242-1,Police Highway Arrest,2020,185
11345,11345,60243-1,Police Helicopter Chase,2020,212
11346,11346,60244-1,Police Helicopter Transport,2020,317
11347,11347,60245-1,Police Monster Truck Heist,2020,362
11348,11348,60246-1,Police Station,2020,743
11349,11349,60247-1,Forest Fire,2020,84
11350,11350,60248-1,Fire Helicopter Response,2020,93
11351,11351,60249-1,Street Sweeper,2020,89
11352,11352,60250-1,Mail Plane,2020,74
11353,11353,60251-1,Monster Truck,2020,55
11354,11354,60252-1,Construction Bulldozer,2020,126
11355,11355,60253-1,Ice-cream Truck,2020,200
11356,11356,60254-1,Race Boat Transporter,2020,239
11357,11357,60255-1,Stunt Team,2020,62
11358,11358,60256-1,Racing Cars,2020,190
11359,11359,60257-1,Service Station,2020,354
11360,11360,60258-1,Tuning Workshop,2020,897
11361,11361,60260-1,Air Race,2020,140
11362,11362,6026-1,King Leo,2000,21
11363,11363,60261-1,Central Airport,2020,286
11364,11364,60262-1,Passenger Airplane,2020,669
11365,11365,60263-1,Ocean Mini Submarine,2020,41
11366,11366,60264-1,Ocean Exploration Submarine,2020,286
11367,11367,60265-1,Ocean Exploration Base,2020,497
11368,11368,60266-1,Ocean Exploration Ship,2020,747
11369,11369,60267-1,Safari Off-roader,2020,168
11370,11370,60268-1,City Advent Calendar 2020,2020,342
11371,11371,60270-1,Police Brick Box,2020,301
11372,11372,6027-1,Bat Lord's Catapult,1997,54
11373,11373,60271-1,Main Square,2020,1517
11374,11374,60272-1,Elite Police Boat Transport,2020,166
11375,11375,60273-1,Elite Police Driller Chase,2020,179
11376,11376,60274-1,Elite Police Lighthouse Arrest,2020,189
11377,11377,60275-1,Police Helicopter,2021,51
11378,11378,60276-1,Police Prisoner Transport,2021,244
11379,11379,60277-1,Police Patrol Boat,2021,276
11380,11380,60279-1,Fire Hazard Truck,2021,88
11381,11381,60280-1,Fire Ladder Truck,2021,88
11382,11382,6028-1,Treasure Cart,1998,23
11383,11383,60281-1,Fire Rescue Helicopter,2021,212
11384,11384,60282-1,Fire Command Unit,2021,380
11385,11385,60283-1,Holiday Camper Van,2021,190
11386,11386,60284-1,Roadwork Truck,2021,58
11387,11387,60285-1,Sports Car,2021,89
11388,11388,60286-1,Beach Rescue ATV,2021,79
11389,11389,60287-1,Tractor,2021,148
11390,11390,60288-1,Race Buggy Transporter,2021,210
11391,11391,60289-1,Airshow Jet Transporter,2021,281
